date,hour,household_id,plug_1_avg_W,plug_2_avg_W,plug_3_avg_W,plug_4_avg_W,total_power_W,is_peak_hour_house
2025-11-01,0,H1,18.06432616075604,39.842832139446045,13.17309040972598,53.53938416345685,124.61963287338492,0
2025-11-01,1,H1,25.45609386642883,40.154621836760356,9.04992981155644,50.37780507229471,125.03845058704033,0
2025-11-01,2,H1,12.644439331875374,47.672863326470704,17.46442217982028,42.783317971927275,120.56504281009363,0
2025-11-01,3,H1,27.643309013664233,45.23560992544129,7.7721844130889375,62.286895264513134,142.9379986167076,0
2025-11-01,4,H1,29.349784409080925,49.14192338963864,11.59256511519662,62.14589772293188,152.23017063684807,0
2025-11-01,5,H1,32.89467691170511,54.99962209979411,21.721907649735563,71.23713572370153,180.8533423849363,0
2025-11-01,6,H1,28.605278900400318,76.98176535075049,22.142765451407044,88.42877405356697,216.1585837561248,0
2025-11-01,7,H1,41.034873950064096,93.34936619018212,27.736531541246457,88.96138925667478,251.08216093816745,0
2025-11-01,8,H1,45.49810930453606,89.38754652947863,25.23499345623837,108.91992979387383,269.04057908412693,0
2025-11-01,9,H1,48.5482194176474,104.02094397199014,21.218420823611037,104.84531488316523,278.6328990964138,0
2025-11-01,10,H1,51.149106225352035,114.1519998628482,33.94043081341359,135.33737651064212,334.57891341225593,1
2025-11-01,11,H1,46.5171210841106,114.73798016720976,27.095909771290458,124.86942773809659,313.2204387607074,0
2025-11-01,12,H1,56.04592325288373,122.37801468263015,27.092824467992966,139.596836013012,345.1135984165188,1
2025-11-01,13,H1,62.06733144779257,131.84226463077238,32.73018626183997,138.79511049299384,365.43489283339875,1
2025-11-01,14,H1,61.13669894833071,115.74616283496039,23.690464138840085,141.5874615281042,342.1607874502354,1
2025-11-01,15,H1,54.76174029615707,111.6764965549321,35.70598515110422,133.44368025162007,335.58790225381347,1
2025-11-01,16,H1,44.58764636113667,114.84222982298178,27.83474540506025,131.76903395226293,319.03365554144165,0
2025-11-01,17,H1,47.99751846977774,107.07703990955451,32.55690003331705,117.8522738199201,305.4837322325694,0
2025-11-01,18,H1,47.320732027934646,92.20240159903078,21.079558140904812,107.33440218461695,267.9370939524872,0
2025-11-01,19,H1,40.156715163976514,82.10646165559288,14.659511697392485,93.11883423811673,230.0415227550786,0
2025-11-01,20,H1,22.580878135879118,62.61146672253582,12.821263533829065,86.49754974310359,184.5111581353476,0
2025-11-01,21,H1,30.431311070826965,56.05726593424573,10.35911145483598,65.89207229740539,162.73976075731406,0
2025-11-01,22,H1,18.254320927829397,49.3361538271417,7.389294850325672,61.34928303511869,136.32905264041545,0
2025-11-01,23,H1,26.441059342934448,46.80000192967871,11.696882635667578,48.17048488316452,133.10842879144525,0
2025-11-02,0,H1,38.59719860496535,37.45528544304653,41.43062364173845,41.74316337215374,159.22627106190407,0
2025-11-02,1,H1,39.28196933589358,32.82827572075312,52.92645305920518,39.38122548107375,164.41792359692565,0
2025-11-02,2,H1,26.40804873531238,42.32636983378353,57.32730933594339,42.752256383187884,168.81398428822718,0
2025-11-02,3,H1,45.654589347501144,46.06085852749743,51.87947152565659,41.06293497830711,184.65785437896227,0
2025-11-02,4,H1,51.839599589816714,46.188290957435406,66.58771464034336,46.89216550721367,211.50777069480915,0
2025-11-02,5,H1,56.83371478423783,50.54449587207185,69.74842880476561,55.616054404328615,232.7426938654039,0
2025-11-02,6,H1,56.68970895192509,47.26716606120322,77.81034487884612,58.70137483817381,240.46859473014825,0
2025-11-02,7,H1,65.28805728479507,65.78507160589379,99.77108321904134,84.38997536251026,315.2341874722405,0
2025-11-02,8,H1,72.97769912080898,85.1904491522893,109.50992818590683,81.41953957450474,349.0976160335098,0
2025-11-02,9,H1,78.01131487164886,73.6111022827855,118.28326072084285,99.67762844648355,369.58330632176074,0
2025-11-02,10,H1,97.53216007683127,92.13711740026152,134.88379376863756,96.51732465966295,421.07039590539335,0
2025-11-02,11,H1,98.85436867941056,96.96382722231975,130.16363498393397,115.87049485299195,441.85232573865625,1
